source_text,target_text,predicted,original
"bottle from hollingshead deli and my son-in-law colin nose of citrus, sweetness, spices, and yeastiness hazy yellow with a big white head flavor of citrus, spices, and a little fruity melon.",Positive,Positive,Positive
"clear gold colour with frothy white head. not much aroma going on and a lot of sweet, malty grain flavours with not much hop bitterness to keep it interesting.",Negative,Positive,Negative
"light golden colouration, pretty standard appearance. floral hop and light honeyish aroma, some lemon detected. flavour, light malt, drying bitterness and floral, citrus hoppiness. very average",Positive,Positive,Positive
"aroma has smoky or roasty flavor which is not present in taste. a bit doughish smell. amber color, very cloudy, minimal head. complex taste, light sweetness. strong alhocol gives not so refreshing taste. full body, creamy, thick feel, lively, long finish.",Positive,Positive,Positive
from a 33 cl bottle at dungrats. pours a clear gold with a white head. malty aroma. flavors are moderately bitter. a pretty decent mass market lager.,Negative,Negative,Negative
"bottle - pours a pale, clear watery yellow with a lot of weak white foam that almost fills the glass. when the foam subsides in a minute, there are not many bubbles noticible in the beer. it s like it loses most of its carbonation on the pour. hmmm. the aroma is sweet, kinda like sugar. the taste is weak and watery, and faintly of barley malt, but hardly any. the best of the big crap 3, miller lite, bud light, coors light. weak water flavor. pale yellow almost white color. bears no resemblance to budweiser, the king of beer sales, i mean marketing. no hops or malt aroma. just flavored water. a premium price to pay for heavily marketed flavored water. great for gullibility.",Negative,Negative,Negative
"cloudy nectarine pour with minimal head. fruity aroma- lots of peach, apricot, and yeast. flavor is unassuming but delicious- classic hefe, but very well crafted and very tasty. nice palate, stellar example of the style.",Positive,Positive,Positive
"cloudy yellow with ok white head. prominent fruity floral aroma with lemon, pineapple and passion fruit. medium body with smooth carbonation. initial tats is tropical fruit punch with a little very light malt sweetness and some slight peppery bitterness. overall, refreshing.",Positive,Positive,Positive
"aroma is wheat, some tropic fruit, raisins, some ahzy grape juice. taste is the same, some juice bitterness. nice profile. a bit sweet as well. no disturbing hop ticklyness.good.",Positive,Positive,Positive
hazy yellow with thin white head. very easy to drink and quite refreshing but really very boring in a sense. much better wits out there but still fairly solid,Neutral,Negative,Neutral
"dark with brown lace, fairly thick with aroma of duh, coffee and expresso taste is roasted coffee beans, good mouthfeel. best coffee beer ive had.",Positive,Positive,Positive
"huge white head, mostly lasting. cloudy medium yellow appearance. aroma is quite nice with hints of bannana, malt and yeast. medium bodied, a good hefe. refreshing brew",Positive,Positive,Positive
a bit too focus-group tested and premium but still a very drinkable weissbier.,Neutral,Positive,Neutral
"nice beer, very smooth drink. i ve had several lagers from draft and the people at the restaurant made sure it was in top condition!",Positive,Positive,Positive
"no 233 rated 17.10.2007 bottle brown, 500 ml, 12.9 p appearance body is hazy or even murky, cloudy, dark brown to hazy black, head is frothy, off- white, regular in structure, gives some fair lacing, body is medium, carbonation is mild and gentle though is not clearly seen, because of cloudiness, very dark as for wheat beer. aroma a bit accidic, rather no wheat what is surprising, it is more caramelic in aroma than wheaty, a kind of burned sugar, carbonation is felt, rather no hops, yeast and no malts, some kind of sweetness, a hint of cherry, milky, creamy. flavour in flavour is sweet, more like dunkel than hefeweizen beer, caramel, a bit accidic, carbonation, a hint of wheat though weak, rather mellow, a hint of milk, chockolate, cacao, but not much sweetness, a bit grainy, finish feel is average, cherry. palate finish flavour is light sweet, dry, carbonation is soft on palate, body is medium, texture is wattery, finish feel is light alcoholic.generally good beer, but not as weizen beer but like dunkel with addition of wheaty blend. much better than erdinger hefe weissbier.",Positive,Positive,Positive
"thoughts a true classic. the inspiration for countless beers. a wonderful thirst quencher. lots of flavor in a little beer. nice session beer from long before the term was popular. technical bottle. poured a murky, light, milky yellow with an average, white head that kept a nice sheet and left fair lacing. the aroma contained moderate wheat plenty of coriander lemon and oranges. the initial flavor was slightly sweet and moderately acidic while the finish was lightly sweet, slightly sour, and heavily acidic. there was wheat, oranges, and coriander. the light to medium body was creamy with rather fizzy carbonation and dry and lightly astringent finish.",Positive,Positive,Positive
the fact that millions of people around the world continue to choose to drink this over the thousands of tastier brews does not exactly leave me with a rosy view of humanity.,Negative,Negative,Negative
sampled at sbwf 2013. short head. thinn yellow color and a bit flat. small malty aroma with distinct corn aroma. a tuch of malty taste but very low bitterness and tiny body.,Positive,Negative,Positive
"strong, wheaty aromalike a belgian. small, mostly lasting, creamy, frothy, white head. nice, cloudy, orange body with decent lace. very belgian-like in flavor without the strong alcohol mouthfeel of say, a maudite or fin du monde. very flavorful. not my favorite style, but very good. will be comparing it soon to the draught version in germany soon.",Positive,Positive,Positive
"this pilsener beer pours a clear golden color with a small, fizzy white head that does not linger. the aroma is slightly hoppy and grassy with a bit of sweetness from the malts and corn. it has a light body with moderate carbonation and a smooth, slightly watery mouthfeel. the flavor is slightly sweet and the hops show themselves briefly in the finish. not bad, drinkable with no off flavors, though the flavor it does have is not very impressive. this would make a good, light beer to go with some asian dishes.",Neutral,Negative,Neutral
